Crop,Question,Answer,text,clean_text,Cluster
beans,what makes the beans to have very small seeds,Poor fertility and diseases and pests attack,what makes the beans to have very small seeds Poor fertility and diseases and pests attack,make bean small seed poor fertility disease pest attack,3
cassava,what makes the cassava body not to be smooth but folded?,Cassava brown streak virus (CBSV) in roots and cassava mosaic virus on leaves,what makes the cassava body not to be smooth but folded? Cassava brown streak virus (CBSV) in roots and cassava mosaic virus on leaves,make cassava body smooth folded cassava brown streak virus cbsv root cassava mosaic virus leaf,0
cassava,what makes the cassava cover turn black?,It is the sooty moulds,what makes the cassava cover turn black? It is the sooty moulds,make cassava cover turn black sooty mould,4
cassava,what makes the cassava leaf to be folded,Have cassava mosaic disease,what makes the cassava leaf to be folded Have cassava mosaic disease,make cassava leaf folded cassava mosaic disease,0
cassava,what makes the cassava leaf to be yellow,Cassava brown streak disease,what makes the cassava leaf to be yellow Cassava brown streak disease,make cassava leaf yellow cassava brown streak disease,0
cassava,what makes the cassava leaves have spots?,Cassava bacterial blight (CBB),what makes the cassava leaves have spots? Cassava bacterial blight (CBB),make cassava leaf spot cassava bacterial blight cbb,0
cassava,what makes the cassava leaves look folded and damaged?,Cassava mosaic virus disease (CMV),what makes the cassava leaves look folded and damaged? Cassava mosaic virus disease (CMV),make cassava leaf look folded damaged cassava mosaic virus disease cmv,0
cassava,what makes the cassava roots so segmented and bitter?,Cassava brown streak virus (CBSV),what makes the cassava roots so segmented and bitter? Cassava brown streak virus (CBSV),make cassava root segmented bitter cassava brown streak virus cbsv,0
cassava,what makes the cassava to rot?,Water logging or damage to the roots,what makes the cassava to rot? Water logging or damage to the roots,make cassava rot water logging damage root,0
cassava,what makes the cassava watery?,The reduction in the starch content,what makes the cassava watery? The reduction in the starch content,make cassava watery reduction starch content,4
cassava,what makes the inner part of cassava yellow?,Starch degradation,what makes the inner part of cassava yellow? Starch degradation,make inner part cassava yellow starch degradation,4
cassava,what makes the leaves to fold and bend when growing?,Cassava mosaic virus disease (CMV),what makes the leaves to fold and bend when growing? Cassava mosaic virus disease (CMV),make leaf fold bend growing cassava mosaic virus disease cmv,0
maize,what makes the maize comb to be so small?,Nutrient deficiency,what makes the maize comb to be so small? Nutrient deficiency,make maize comb small nutrient deficiency,4
maize,what makes the maize to rot inside the comb,High moisture or pests,what makes the maize to rot inside the comb High moisture or pests,make maize rot inside comb high moisture pest,4
general,what makes the older leaves to become yellow,Loss of nutrients,what makes the older leaves to become yellow Loss of nutrients,make older leaf become yellow loss nutrient,0
beans,what makes the pod of my beans to get burnt,Bacterial attack,what makes the pod of my beans to get burnt Bacterial attack,make pod bean get burnt bacterial attack,3
beans,what makes the pod of my beans to get dry,Drought and attack by diseases,what makes the pod of my beans to get dry Drought and attack by diseases,make pod bean get dry drought attack disease,3
beans,what makes the pods of my beans to be burnt,Blight from bacterial attack,what makes the pods of my beans to be burnt Blight from bacterial attack,make pod bean burnt blight bacterial attack,3
maize,what makes the price to drop?,A bumper harvest,what makes the price to drop? A bumper harvest,make price drop bumper harvest,4
beans,what makes the roots of beans to dry off,Attack by diseases such as root rot,what makes the roots of beans to dry off Attack by diseases such as root rot,make root bean dry attack disease root rot,3
beans,what makes the roots of beans to root in the garden,"Presence of disease, floods due to heavy rainy season","what makes the roots of beans to root in the garden Presence of disease, floods due to heavy rainy season",make root bean root garden presence disease flood due heavy rainy season,3
beans,what makes the roots of beans to rot,Pathogens and stressful environments like drought in your garden,what makes the roots of beans to rot Pathogens and stressful environments like drought in your garden,make root bean rot pathogen stressful environment like drought garden,3
maize,what makes the roots of my maize to rot,Water logging,what makes the roots of my maize to rot Water logging,make root maize rot water logging,4
general,what manure should I use in my garden,Green manure/ organic manure,what manure should I use in my garden Green manure/ organic manure,manure use garden green manure organic manure,4
cassava,what mates cassava to rot inside the pod,Fungal attack,what mates cassava to rot inside the pod Fungal attack,mate cassava rot inside pod fungal attack,3
beans,what mates my beans to rot from its roots,Root rot disease,what mates my beans to rot from its roots Root rot disease,mate bean rot root root rot disease,3
